 gas_q1 , gas_q2 , EFH_GasWP_aggr. , MFH_GasWP_aggr. , air_q1 , air_q2 , EFH_LuftWP_aggr. ,MFH_LuftWP_aggr.
 1.62 , 1.51 , 1.60 , 1.60 , 4.01 , 2.84 , 3.83 , 3.77 
 1.62 , 1.51 , 1.60 , 1.60 , 4.01 , 2.84 , 3.83 , 3.77 
 1.62 , 1.51 , 1.60 , 1.60 , 4.31 , 3.05 , 4.12 , 4.05 
 1.62 , 1.51 , 1.60 , 1.60 , 4.31 , 3.05 , 4.12 , 4.05 
 1.62 , 1.51 , 1.60 , 1.60 , 4.31 , 3.05 , 4.12 , 4.05 
 1.62 , 1.51 , 1.60 , 1.60 , 4.31 , 3.05 , 4.12 , 4.05 
 1.62 , 1.51 , 1.60 , 1.60 , 4.31 , 3.05 , 4.12 , 4.05 
 1.62 , 1.51 , 1.60 , 1.60 , 4.31 , 3.05 , 4.12 , 4.05 
 1.62 , 1.51 , 1.60 , 1.60 , 4.33 , 3.07 , 4.14 , 4.07 
 1.62 , 1.51 , 1.60 , 1.60 , 4.33 , 3.07 , 4.14 , 4.07 
 1.62 , 1.51 , 1.60 , 1.60 , 4.33 , 3.07 , 4.14 , 4.07 
 1.62 , 1.51 , 1.60 , 1.60 , 4.33 , 3.07 , 4.14 , 4.07 
 1.62 , 1.51 , 1.60 , 1.60 , 4.33 , 3.07 , 4.14 , 4.07 
 1.62 , 1.51 , 1.60 , 1.60 , 4.33 , 3.07 , 4.14 , 4.07 
 1.62 , 1.51 , 1.61 , 1.60 , 4.02 , 2.85 , 3.85 , 3.78 
 1.62 , 1.51 , 1.61 , 1.60 , 4.02 , 2.85 , 3.85 , 3.78 
 1.62 , 1.51 , 1.61 , 1.60 , 4.02 , 2.85 , 3.85 , 3.78 
 1.62 , 1.51 , 1.61 , 1.60 , 4.02 , 2.85 , 3.85 , 3.78 
 1.62 , 1.51 , 1.61 , 1.60 , 4.02 , 2.85 , 3.85 , 3.78 
 1.62 , 1.51 , 1.61 , 1.60 , 4.02 , 2.85 , 3.85 , 3.78 
 1.62 , 1.51 , 1.61 , 1.60 , 4.03 , 2.85 , 3.86 , 3.79 
 1.62 , 1.51 , 1.61 , 1.60 , 4.03 , 2.85 , 3.86 , 3.79 
 1.62 , 1.51 , 1.61 , 1.60 , 4.03 , 2.85 , 3.86 , 3.79 
 1.62 , 1.51 , 1.61 , 1.60 , 4.03 , 2.85 , 3.86 , 3.79 
 1.62 , 1.51 , 1.61 , 1.60 , 4.03 , 2.85 , 3.86 , 3.79 
 1.62 , 1.51 , 1.61 , 1.60 , 4.03 , 2.85 , 3.86 , 3.79 
 1.63 , 1.51 , 1.61 , 1.60 , 4.46 , 3.19 , 4.27 , 4.20 
 1.63 , 1.51 , 1.61 , 1.60 , 4.46 , 3.19 , 4.27 , 4.20 
 1.63 , 1.51 , 1.61 , 1.60 , 4.46 , 3.19 , 4.27 , 4.20 
 1.63 , 1.51 , 1.61 , 1.60 , 4.46 , 3.19 , 4.27 , 4.20 
 1.63 , 1.51 , 1.61 , 1.60 , 4.46 , 3.19 , 4.27 , 4.20 
 1.63 , 1.51 , 1.61 , 1.60 , 4.46 , 3.19 , 4.27 , 4.20 
 1.63 , 1.52 , 1.61 , 1.60 , 4.46 , 3.17 , 4.27 , 4.19 
 1.63 , 1.52 , 1.61 , 1.60 , 4.46 , 3.17 , 4.27 , 4.19 
 1.63 , 1.52 , 1.61 , 1.60 , 4.46 , 3.17 , 4.27 , 4.19 
 1.63 , 1.52 , 1.61 , 1.60 , 4.46 , 3.17 , 4.27 , 4.19 
 1.63 , 1.52 , 1.61 , 1.60 , 4.46 , 3.17 , 4.27 , 4.19 
 1.63 , 1.52 , 1.61 , 1.60 , 4.46 , 3.17 , 4.27 , 4.19 
 1.63 , 1.52 , 1.61 , 1.60 , 4.19 , 2.96 , 4.00 , 3.93 
 1.63 , 1.52 , 1.61 , 1.60 , 4.19 , 2.96 , 4.00 , 3.93 
 1.63 , 1.52 , 1.61 , 1.60 , 4.19 , 2.96 , 4.00 , 3.93 
 1.63 , 1.52 , 1.61 , 1.60 , 4.19 , 2.96 , 4.00 , 3.93 
 1.63 , 1.52 , 1.61 , 1.60 , 4.19 , 2.96 , 4.00 , 3.93 
 1.63 , 1.52 , 1.61 , 1.60 , 4.19 , 2.96 , 4.00 , 3.93 
 1.63 , 1.52 , 1.61 , 1.61 , 4.20 , 2.97 , 4.02 , 3.95 
 1.63 , 1.52 , 1.61 , 1.61 , 4.20 , 2.97 , 4.02 , 3.95 
 1.63 , 1.52 , 1.61 , 1.61 , 4.20 , 2.97 , 4.02 , 3.95 
 1.63 , 1.52 , 1.61 , 1.61 , 4.20 , 2.97 , 4.02 , 3.95 
 1.63 , 1.52 , 1.61 , 1.61 , 4.20 , 2.97 , 4.02 , 3.95 
 1.63 , 1.52 , 1.61 , 1.61 , 4.20 , 2.97 , 4.02 , 3.95 
 1.63 , 1.52 , 1.61 , 1.61 , 4.65 , 3.33 , 4.45 , 4.38 
 1.63 , 1.52 , 1.61 , 1.61 , 4.65 , 3.33 , 4.45 , 4.38 
 1.63 , 1.52 , 1.61 , 1.61 , 4.65 , 3.33 , 4.45 , 4.38 
 1.63 , 1.52 , 1.61 , 1.61 , 4.65 , 3.33 , 4.45 , 4.38 
 1.63 , 1.52 , 1.61 , 1.61 , 4.65 , 3.33 , 4.45 , 4.38 
 1.63 , 1.52 , 1.61 , 1.61 , 4.65 , 3.33 , 4.45 , 4.38 
 1.63 , 1.52 , 1.61 , 1.61 , 4.59 , 3.25 , 4.39 , 4.31 
 1.63 , 1.52 , 1.61 , 1.61 , 4.59 , 3.25 , 4.39 , 4.31 
 1.63 , 1.52 , 1.61 , 1.61 , 4.59 , 3.25 , 4.39 , 4.31 
 1.63 , 1.52 , 1.61 , 1.61 , 4.59 , 3.25 , 4.39 , 4.31 
 1.63 , 1.52 , 1.61 , 1.61 , 4.59 , 3.25 , 4.39 , 4.31 
 1.63 , 1.52 , 1.61 , 1.61 , 4.59 , 3.25 , 4.39 , 4.31 
 1.63 , 1.52 , 1.62 , 1.61 , 4.17 , 2.95 , 3.98 , 3.91 
 1.63 , 1.52 , 1.62 , 1.61 , 4.17 , 2.95 , 3.98 , 3.91 
 1.63 , 1.52 , 1.62 , 1.61 , 4.17 , 2.95 , 3.98 , 3.91 
 1.63 , 1.52 , 1.62 , 1.61 , 4.17 , 2.95 , 3.98 , 3.91 
 1.63 , 1.52 , 1.62 , 1.61 , 4.17 , 2.95 , 3.98 , 3.91 
 1.63 , 1.52 , 1.62 , 1.61 , 4.17 , 2.95 , 3.98 , 3.91 
 1.63 , 1.52 , 1.62 , 1.61 , 4.19 , 2.96 , 4.00 , 3.93 
 1.63 , 1.52 , 1.62 , 1.61 , 4.19 , 2.96 , 4.00 , 3.93 
 1.63 , 1.52 , 1.62 , 1.61 , 4.19 , 2.96 , 4.00 , 3.93 
 1.63 , 1.52 , 1.62 , 1.61 , 4.19 , 2.96 , 4.00 , 3.93 
 1.63 , 1.52 , 1.62 , 1.61 , 4.19 , 2.96 , 4.00 , 3.93 
 1.63 , 1.52 , 1.62 , 1.61 , 4.19 , 2.96 , 4.00 , 3.93 
 1.64 , 1.52 , 1.62 , 1.61 , 4.66 , 3.35 , 4.46 , 4.39 
 1.64 , 1.52 , 1.62 , 1.61 , 4.66 , 3.35 , 4.46 , 4.39 
 1.64 , 1.52 , 1.62 , 1.61 , 4.66 , 3.35 , 4.46 , 4.39 
 1.64 , 1.52 , 1.62 , 1.61 , 4.66 , 3.35 , 4.46 , 4.39 
 1.64 , 1.52 , 1.62 , 1.61 , 4.66 , 3.35 , 4.46 , 4.39 
 1.64 , 1.52 , 1.62 , 1.61 , 4.66 , 3.35 , 4.46 , 4.39 
 1.64 , 1.53 , 1.62 , 1.61 , 4.63 , 3.29 , 4.43 , 4.35 
 1.64 , 1.53 , 1.62 , 1.61 , 4.63 , 3.29 , 4.43 , 4.35 
 1.64 , 1.53 , 1.62 , 1.61 , 4.63 , 3.29 , 4.43 , 4.35 
 1.64 , 1.53 , 1.62 , 1.61 , 4.63 , 3.29 , 4.43 , 4.35 
 1.64 , 1.53 , 1.62 , 1.61 , 4.63 , 3.29 , 4.43 , 4.35 
 1.64 , 1.53 , 1.62 , 1.61 , 4.63 , 3.29 , 4.43 , 4.35 
 1.64 , 1.53 , 1.62 , 1.61 , 4.21 , 2.98 , 4.03 , 3.96 
 1.64 , 1.53 , 1.62 , 1.61 , 4.21 , 2.98 , 4.03 , 3.96 
 1.64 , 1.53 , 1.62 , 1.61 , 4.21 , 2.98 , 4.03 , 3.96 
 1.64 , 1.53 , 1.62 , 1.61 , 4.21 , 2.98 , 4.03 , 3.96 
 1.64 , 1.53 , 1.62 , 1.61 , 4.21 , 2.98 , 4.03 , 3.96 
 1.64 , 1.53 , 1.62 , 1.61 , 4.21 , 2.98 , 4.03 , 3.96 
 1.64 , 1.53 , 1.62 , 1.62 , 4.21 , 2.98 , 4.03 , 3.96 
 1.64 , 1.53 , 1.62 , 1.62 , 4.21 , 2.98 , 4.03 , 3.96 
 1.64 , 1.53 , 1.62 , 1.62 , 4.21 , 2.98 , 4.03 , 3.96 
 1.64 , 1.53 , 1.62 , 1.62 , 4.21 , 2.98 , 4.03 , 3.96 
 1.64 , 1.53 , 1.62 , 1.62 , 4.21 , 2.98 , 4.03 , 3.96 
 1.64 , 1.53 , 1.62 , 1.62 , 4.21 , 2.98 , 4.03 , 3.96 
 1.64 , 1.53 , 1.62 , 1.62 , 4.64 , 3.35 , 4.45 , 4.37 
 1.64 , 1.53 , 1.62 , 1.62 , 4.64 , 3.35 , 4.45 , 4.37 
 1.64 , 1.53 , 1.62 , 1.62 , 4.64 , 3.35 , 4.45 , 4.37 
 1.64 , 1.53 , 1.62 , 1.62 , 4.64 , 3.35 , 4.45 , 4.37 
 1.64 , 1.53 , 1.62 , 1.62 , 4.64 , 3.35 , 4.45 , 4.37 
 1.64 , 1.53 , 1.62 , 1.62 , 4.64 , 3.35 , 4.45 , 4.37 
 1.64 , 1.53 , 1.63 , 1.62 , 4.50 , 3.21 , 4.31 , 4.23 
 1.64 , 1.53 , 1.63 , 1.62 , 4.50 , 3.21 , 4.31 , 4.23 
 1.64 , 1.53 , 1.63 , 1.62 , 4.50 , 3.21 , 4.31 , 4.23 
 1.64 , 1.53 , 1.63 , 1.62 , 4.50 , 3.21 , 4.31 , 4.23 
 1.64 , 1.53 , 1.63 , 1.62 , 4.50 , 3.21 , 4.31 , 4.23 
 1.64 , 1.53 , 1.63 , 1.62 , 4.50 , 3.21 , 4.31 , 4.23 
 1.64 , 1.53 , 1.63 , 1.62 , 4.12 , 2.91 , 3.94 , 3.87 
 1.64 , 1.53 , 1.63 , 1.62 , 4.12 , 2.91 , 3.94 , 3.87 
 1.64 , 1.53 , 1.63 , 1.62 , 4.12 , 2.91 , 3.94 , 3.87 
 1.64 , 1.53 , 1.63 , 1.62 , 4.12 , 2.91 , 3.94 , 3.87 
 1.64 , 1.53 , 1.63 , 1.62 , 4.12 , 2.91 , 3.94 , 3.87 
 1.64 , 1.53 , 1.63 , 1.62 , 4.12 , 2.91 , 3.94 , 3.87 
 1.65 , 1.54 , 1.63 , 1.62 , 4.13 , 2.92 , 3.95 , 3.88 
 1.65 , 1.54 , 1.63 , 1.62 , 4.13 , 2.92 , 3.95 , 3.88 
 1.65 , 1.54 , 1.63 , 1.62 , 4.13 , 2.92 , 3.95 , 3.88 
 1.65 , 1.54 , 1.63 , 1.62 , 4.13 , 2.92 , 3.95 , 3.88 
 1.65 , 1.54 , 1.63 , 1.62 , 4.13 , 2.92 , 3.95 , 3.88 
 1.65 , 1.54 , 1.63 , 1.62 , 4.13 , 2.92 , 3.95 , 3.88 
 1.65 , 1.54 , 1.63 , 1.62 , 4.50 , 3.23 , 4.31 , 4.24 
 1.65 , 1.54 , 1.63 , 1.62 , 4.50 , 3.23 , 4.31 , 4.24 
 1.65 , 1.54 , 1.63 , 1.62 , 4.50 , 3.23 , 4.31 , 4.24 
 1.65 , 1.54 , 1.63 , 1.62 , 4.50 , 3.23 , 4.31 , 4.24 
 1.65 , 1.54 , 1.63 , 1.62 , 4.50 , 3.23 , 4.31 , 4.24 
 1.65 , 1.54 , 1.63 , 1.62 , 4.50 , 3.23 , 4.31 , 4.24 
 1.65 , 1.54 , 1.63 , 1.63 , 4.41 , 3.13 , 4.22 , 4.14 
 1.65 , 1.54 , 1.63 , 1.63 , 4.41 , 3.13 , 4.22 , 4.14 
 1.65 , 1.54 , 1.63 , 1.63 , 4.41 , 3.13 , 4.22 , 4.14 
 1.65 , 1.54 , 1.63 , 1.63 , 4.41 , 3.13 , 4.22 , 4.14 
 1.65 , 1.54 , 1.63 , 1.63 , 4.41 , 3.13 , 4.22 , 4.14 
 1.65 , 1.54 , 1.63 , 1.63 , 4.41 , 3.13 , 4.22 , 4.14 
 1.65 , 1.54 , 1.63 , 1.63 , 4.07 , 2.88 , 3.89 , 3.82 
 1.65 , 1.54 , 1.63 , 1.63 , 4.07 , 2.88 , 3.89 , 3.82 
 1.65 , 1.54 , 1.63 , 1.63 , 4.07 , 2.88 , 3.89 , 3.82 
 1.65 , 1.54 , 1.63 , 1.63 , 4.07 , 2.88 , 3.89 , 3.82 
 1.65 , 1.54 , 1.63 , 1.63 , 4.07 , 2.88 , 3.89 , 3.82 
 1.65 , 1.54 , 1.63 , 1.63 , 4.07 , 2.88 , 3.89 , 3.82 
 1.65 , 1.54 , 1.64 , 1.63 , 4.13 , 2.92 , 3.95 , 3.88 
 1.65 , 1.54 , 1.64 , 1.63 , 4.13 , 2.92 , 3.95 , 3.88 
 1.65 , 1.54 , 1.64 , 1.63 , 4.13 , 2.92 , 3.95 , 3.88 
 1.65 , 1.54 , 1.64 , 1.63 , 4.13 , 2.92 , 3.95 , 3.88 
 1.65 , 1.54 , 1.64 , 1.63 , 4.13 , 2.92 , 3.95 , 3.88 
 1.65 , 1.54 , 1.64 , 1.63 , 4.13 , 2.92 , 3.95 , 3.88 
 1.65 , 1.54 , 1.64 , 1.63 , 4.68 , 3.34 , 4.48 , 4.40 
 1.65 , 1.54 , 1.64 , 1.63 , 4.68 , 3.34 , 4.48 , 4.40 
 1.65 , 1.54 , 1.64 , 1.63 , 4.68 , 3.34 , 4.48 , 4.40 
 1.65 , 1.54 , 1.64 , 1.63 , 4.68 , 3.34 , 4.48 , 4.40 
 1.65 , 1.54 , 1.64 , 1.63 , 4.68 , 3.34 , 4.48 , 4.40 
 1.65 , 1.54 , 1.64 , 1.63 , 4.68 , 3.34 , 4.48 , 4.40 
 1.66 , 1.55 , 1.64 , 1.63 , 4.66 , 3.32 , 4.46 , 4.38 
 1.66 , 1.55 , 1.64 , 1.63 , 4.66 , 3.32 , 4.46 , 4.38 
 1.66 , 1.55 , 1.64 , 1.63 , 4.66 , 3.32 , 4.46 , 4.38 
 1.66 , 1.55 , 1.64 , 1.63 , 4.66 , 3.32 , 4.46 , 4.38 
 1.66 , 1.55 , 1.64 , 1.63 , 4.66 , 3.32 , 4.46 , 4.38 
 1.66 , 1.55 , 1.64 , 1.63 , 4.66 , 3.32 , 4.46 , 4.38 
 1.66 , 1.55 , 1.64 , 1.63 , 4.19 , 2.96 , 4.00 , 3.93 
 1.66 , 1.55 , 1.64 , 1.63 , 4.19 , 2.96 , 4.00 , 3.93 
 1.66 , 1.55 , 1.64 , 1.63 , 4.19 , 2.96 , 4.00 , 3.93 
 1.66 , 1.55 , 1.64 , 1.63 , 4.19 , 2.96 , 4.00 , 3.93 
 1.66 , 1.55 , 1.64 , 1.63 , 4.19 , 2.96 , 4.00 , 3.93 
 1.66 , 1.55 , 1.64 , 1.63 , 4.19 , 2.96 , 4.00 , 3.93 
 1.66 , 1.55 , 1.64 , 1.64 , 4.33 , 3.07 , 4.14 , 4.07 
 1.66 , 1.55 , 1.64 , 1.64 , 4.33 , 3.07 , 4.14 , 4.07 
 1.66 , 1.55 , 1.64 , 1.64 , 4.33 , 3.07 , 4.14 , 4.07 
 1.66 , 1.55 , 1.64 , 1.64 , 4.33 , 3.07 , 4.14 , 4.07 
 1.66 , 1.55 , 1.64 , 1.64 , 4.33 , 3.07 , 4.14 , 4.07 
 1.66 , 1.55 , 1.64 , 1.64 , 4.33 , 3.07 , 4.14 , 4.07 
 1.66 , 1.55 , 1.64 , 1.64 , 4.78 , 3.54 , 4.59 , 4.52 
 1.66 , 1.55 , 1.64 , 1.64 , 4.78 , 3.54 , 4.59 , 4.52 
 1.66 , 1.55 , 1.64 , 1.64 , 4.78 , 3.54 , 4.59 , 4.52 
 1.66 , 1.55 , 1.64 , 1.64 , 4.78 , 3.54 , 4.59 , 4.52 
 1.66 , 1.55 , 1.64 , 1.64 , 4.78 , 3.54 , 4.59 , 4.52 
 1.66 , 1.55 , 1.64 , 1.64 , 4.78 , 3.54 , 4.59 , 4.52 
 1.66 , 1.55 , 1.65 , 1.64 , 4.63 , 3.31 , 4.43 , 4.36 
 1.66 , 1.55 , 1.65 , 1.64 , 4.63 , 3.31 , 4.43 , 4.36 
 1.66 , 1.55 , 1.65 , 1.64 , 4.63 , 3.31 , 4.43 , 4.36 
 1.66 , 1.55 , 1.65 , 1.64 , 4.63 , 3.31 , 4.43 , 4.36 
 1.66 , 1.55 , 1.65 , 1.64 , 4.63 , 3.31 , 4.43 , 4.36 
 1.66 , 1.55 , 1.65 , 1.64 , 4.63 , 3.31 , 4.43 , 4.36 
 1.66 , 1.55 , 1.65 , 1.64 , 4.21 , 2.98 , 4.02 , 3.95 
 1.66 , 1.55 , 1.65 , 1.64 , 4.21 , 2.98 , 4.02 , 3.95 
 1.66 , 1.55 , 1.65 , 1.64 , 4.21 , 2.98 , 4.02 , 3.95 
 1.66 , 1.55 , 1.65 , 1.64 , 4.21 , 2.98 , 4.02 , 3.95 
 1.66 , 1.55 , 1.65 , 1.64 , 4.21 , 2.98 , 4.02 , 3.95 
 1.66 , 1.55 , 1.65 , 1.64 , 4.21 , 2.98 , 4.02 , 3.95 
 1.67 , 1.56 , 1.65 , 1.64 , 4.20 , 2.98 , 4.02 , 3.95 
 1.67 , 1.56 , 1.65 , 1.64 , 4.20 , 2.98 , 4.02 , 3.95 
 1.67 , 1.56 , 1.65 , 1.64 , 4.20 , 2.98 , 4.02 , 3.95 
 1.67 , 1.56 , 1.65 , 1.64 , 4.20 , 2.98 , 4.02 , 3.95 
 1.67 , 1.56 , 1.65 , 1.64 , 4.20 , 2.98 , 4.02 , 3.95 
 1.67 , 1.56 , 1.65 , 1.64 , 4.20 , 2.98 , 4.02 , 3.95 
 1.67 , 1.56 , 1.65 , 1.65 , 4.53 , 3.25 , 4.34 , 4.27 
 1.67 , 1.56 , 1.65 , 1.65 , 4.53 , 3.25 , 4.34 , 4.27 
 1.67 , 1.56 , 1.65 , 1.65 , 4.53 , 3.25 , 4.34 , 4.27 
 1.67 , 1.56 , 1.65 , 1.65 , 4.53 , 3.25 , 4.34 , 4.27 
 1.67 , 1.56 , 1.65 , 1.65 , 4.53 , 3.25 , 4.34 , 4.27 
 1.67 , 1.56 , 1.65 , 1.65 , 4.53 , 3.25 , 4.34 , 4.27 
 1.67 , 1.56 , 1.65 , 1.65 , 4.42 , 3.14 , 4.23 , 4.16 
 1.67 , 1.56 , 1.65 , 1.65 , 4.42 , 3.14 , 4.23 , 4.16 
 1.67 , 1.56 , 1.65 , 1.65 , 4.42 , 3.14 , 4.23 , 4.16 
 1.67 , 1.56 , 1.65 , 1.65 , 4.42 , 3.14 , 4.23 , 4.16 
 1.67 , 1.56 , 1.65 , 1.65 , 4.42 , 3.14 , 4.23 , 4.16 
 1.67 , 1.56 , 1.65 , 1.65 , 4.42 , 3.14 , 4.23 , 4.16 
 1.67 , 1.56 , 1.66 , 1.65 , 4.10 , 2.90 , 3.92 , 3.85 
 1.67 , 1.56 , 1.66 , 1.65 , 4.10 , 2.90 , 3.92 , 3.85 
 1.67 , 1.56 , 1.66 , 1.65 , 4.10 , 2.90 , 3.92 , 3.85 
 1.67 , 1.56 , 1.66 , 1.65 , 4.10 , 2.90 , 3.92 , 3.85 
 1.67 , 1.56 , 1.66 , 1.65 , 4.10 , 2.90 , 3.92 , 3.85 
 1.67 , 1.56 , 1.66 , 1.65 , 4.10 , 2.90 , 3.92 , 3.85 
 1.67 , 1.56 , 1.66 , 1.65 , 4.09 , 2.89 , 3.91 , 3.84 
 1.67 , 1.56 , 1.66 , 1.65 , 4.09 , 2.89 , 3.91 , 3.84 
 1.67 , 1.56 , 1.66 , 1.65 , 4.09 , 2.89 , 3.91 , 3.84 
 1.67 , 1.56 , 1.66 , 1.65 , 4.09 , 2.89 , 3.91 , 3.84 
 1.67 , 1.56 , 1.66 , 1.65 , 4.09 , 2.89 , 3.91 , 3.84 
 1.67 , 1.56 , 1.66 , 1.65 , 4.09 , 2.89 , 3.91 , 3.84 
 1.67 , 1.57 , 1.66 , 1.65 , 4.39 , 3.11 , 4.20 , 4.12 
 1.67 , 1.57 , 1.66 , 1.65 , 4.39 , 3.11 , 4.20 , 4.12 
 1.67 , 1.57 , 1.66 , 1.65 , 4.39 , 3.11 , 4.20 , 4.12 
 1.67 , 1.57 , 1.66 , 1.65 , 4.39 , 3.11 , 4.20 , 4.12 
 1.67 , 1.57 , 1.66 , 1.65 , 4.39 , 3.11 , 4.20 , 4.12 
 1.67 , 1.57 , 1.66 , 1.65 , 4.39 , 3.11 , 4.20 , 4.12 
 1.68 , 1.57 , 1.66 , 1.65 , 4.28 , 3.03 , 4.10 , 4.02 
 1.68 , 1.57 , 1.66 , 1.65 , 4.28 , 3.03 , 4.10 , 4.02 
 1.68 , 1.57 , 1.66 , 1.65 , 4.28 , 3.03 , 4.10 , 4.02 
 1.68 , 1.57 , 1.66 , 1.65 , 4.28 , 3.03 , 4.10 , 4.02 
 1.68 , 1.57 , 1.66 , 1.65 , 4.28 , 3.03 , 4.10 , 4.02 
 1.68 , 1.57 , 1.66 , 1.65 , 4.28 , 3.03 , 4.10 , 4.02 
 1.68 , 1.57 , 1.66 , 1.66 , 4.04 , 2.86 , 3.87 , 3.80 
 1.68 , 1.57 , 1.66 , 1.66 , 4.04 , 2.86 , 3.87 , 3.80 
 1.68 , 1.57 , 1.66 , 1.66 , 4.04 , 2.86 , 3.87 , 3.80 
 1.68 , 1.57 , 1.66 , 1.66 , 4.04 , 2.86 , 3.87 , 3.80 
 1.68 , 1.57 , 1.66 , 1.66 , 4.04 , 2.86 , 3.87 , 3.80 
 1.68 , 1.57 , 1.66 , 1.66 , 4.04 , 2.86 , 3.87 , 3.80 
 1.68 , 1.57 , 1.66 , 1.66 , 4.08 , 2.88 , 3.90 , 3.83 
 1.68 , 1.57 , 1.66 , 1.66 , 4.08 , 2.88 , 3.90 , 3.83 
 1.68 , 1.57 , 1.66 , 1.66 , 4.08 , 2.88 , 3.90 , 3.83 
 1.68 , 1.57 , 1.66 , 1.66 , 4.08 , 2.88 , 3.90 , 3.83 
 1.68 , 1.57 , 1.66 , 1.66 , 4.08 , 2.88 , 3.90 , 3.83 
 1.68 , 1.57 , 1.66 , 1.66 , 4.08 , 2.88 , 3.90 , 3.83 
 1.68 , 1.57 , 1.66 , 1.66 , 4.46 , 3.17 , 4.27 , 4.19 
 1.68 , 1.57 , 1.66 , 1.66 , 4.46 , 3.17 , 4.27 , 4.19 
 1.68 , 1.57 , 1.66 , 1.66 , 4.46 , 3.17 , 4.27 , 4.19 
 1.68 , 1.57 , 1.66 , 1.66 , 4.46 , 3.17 , 4.27 , 4.19 
 1.68 , 1.57 , 1.66 , 1.66 , 4.46 , 3.17 , 4.27 , 4.19 
 1.68 , 1.57 , 1.66 , 1.66 , 4.46 , 3.17 , 4.27 , 4.19 
 1.68 , 1.57 , 1.67 , 1.66 , 4.37 , 3.10 , 4.18 , 4.11 
 1.68 , 1.57 , 1.67 , 1.66 , 4.37 , 3.10 , 4.18 , 4.11 
 1.68 , 1.57 , 1.67 , 1.66 , 4.37 , 3.10 , 4.18 , 4.11 
 1.68 , 1.57 , 1.67 , 1.66 , 4.37 , 3.10 , 4.18 , 4.11 
 1.68 , 1.57 , 1.67 , 1.66 , 4.37 , 3.10 , 4.18 , 4.11 
 1.68 , 1.57 , 1.67 , 1.66 , 4.37 , 3.10 , 4.18 , 4.11 
 1.68 , 1.58 , 1.67 , 1.66 , 4.00 , 2.83 , 3.83 , 3.76 
 1.68 , 1.58 , 1.67 , 1.66 , 4.00 , 2.83 , 3.83 , 3.76 
 1.68 , 1.58 , 1.67 , 1.66 , 4.00 , 2.83 , 3.83 , 3.76 
 1.68 , 1.58 , 1.67 , 1.66 , 4.00 , 2.83 , 3.83 , 3.76 
 1.68 , 1.58 , 1.67 , 1.66 , 4.00 , 2.83 , 3.83 , 3.76 
 1.68 , 1.58 , 1.67 , 1.66 , 4.00 , 2.83 , 3.83 , 3.76 
 1.69 , 1.58 , 1.67 , 1.66 , 4.09 , 2.89 , 3.91 , 3.84 
 1.69 , 1.58 , 1.67 , 1.66 , 4.09 , 2.89 , 3.91 , 3.84 
 1.69 , 1.58 , 1.67 , 1.66 , 4.09 , 2.89 , 3.91 , 3.84 
 1.69 , 1.58 , 1.67 , 1.66 , 4.09 , 2.89 , 3.91 , 3.84 
 1.69 , 1.58 , 1.67 , 1.66 , 4.09 , 2.89 , 3.91 , 3.84 
 1.69 , 1.58 , 1.67 , 1.66 , 4.09 , 2.89 , 3.91 , 3.84 
 1.69 , 1.58 , 1.67 , 1.67 , 4.49 , 3.19 , 4.30 , 4.22 
 1.69 , 1.58 , 1.67 , 1.67 , 4.49 , 3.19 , 4.30 , 4.22 
 1.69 , 1.58 , 1.67 , 1.67 , 4.49 , 3.19 , 4.30 , 4.22 
 1.69 , 1.58 , 1.67 , 1.67 , 4.49 , 3.19 , 4.30 , 4.22 
 1.69 , 1.58 , 1.67 , 1.67 , 4.49 , 3.19 , 4.30 , 4.22 
 1.69 , 1.58 , 1.67 , 1.67 , 4.49 , 3.19 , 4.30 , 4.22 
 1.69 , 1.58 , 1.67 , 1.67 , 4.39 , 3.11 , 4.20 , 4.13 
 1.69 , 1.58 , 1.67 , 1.67 , 4.39 , 3.11 , 4.20 , 4.13 
 1.69 , 1.58 , 1.67 , 1.67 , 4.39 , 3.11 , 4.20 , 4.13 
 1.69 , 1.58 , 1.67 , 1.67 , 4.39 , 3.11 , 4.20 , 4.13 
 1.69 , 1.58 , 1.67 , 1.67 , 4.39 , 3.11 , 4.20 , 4.13 
 1.69 , 1.58 , 1.67 , 1.67 , 4.39 , 3.11 , 4.20 , 4.13 
 1.69 , 1.58 , 1.67 , 1.67 , 4.01 , 2.84 , 3.83 , 3.76 
 1.69 , 1.58 , 1.67 , 1.67 , 4.01 , 2.84 , 3.83 , 3.76 
 1.69 , 1.58 , 1.67 , 1.67 , 4.01 , 2.84 , 3.83 , 3.76 
 1.69 , 1.58 , 1.67 , 1.67 , 4.01 , 2.84 , 3.83 , 3.76 
 1.69 , 1.58 , 1.67 , 1.67 , 4.01 , 2.84 , 3.83 , 3.76 
 1.69 , 1.58 , 1.67 , 1.67 , 4.01 , 2.84 , 3.83 , 3.76 
 1.69 , 1.59 , 1.68 , 1.67 , 4.06 , 2.87 , 3.88 , 3.81 
 1.69 , 1.59 , 1.68 , 1.67 , 4.06 , 2.87 , 3.88 , 3.81 
 1.69 , 1.59 , 1.68 , 1.67 , 4.06 , 2.87 , 3.88 , 3.81 
 1.69 , 1.59 , 1.68 , 1.67 , 4.06 , 2.87 , 3.88 , 3.81 
 1.69 , 1.59 , 1.68 , 1.67 , 4.06 , 2.87 , 3.88 , 3.81 
